in s,C1 in V
3.008437E-02,3.971E-01
3.008488E-02,4.068E-01
3.008538E-02,4.264E-01
3.008589E-02,4.068E-01
3.008639E-02,4.068E-01
3.008690E-02,4.361E-01
3.008740E-02,4.068E-01
3.008791E-02,4.068E-01
3.008842E-02,3.971E-01
3.008892E-02,4.459E-01
3.008943E-02,4.068E-01
3.008993E-02,4.361E-01
3.009044E-02,3.971E-01
3.009094E-02,4.068E-01
3.009145E-02,4.068E-01
3.009196E-02,3.971E-01
3.009246E-02,4.166E-01
3.009297E-02,4.264E-01
3.009347E-02,4.264E-01
3.009398E-02,4.166E-01
3.009448E-02,4.361E-01
3.009499E-02,4.361E-01
3.009549E-02,4.068E-01
3.009600E-02,4.361E-01
3.009651E-02,3.873E-01
3.009701E-02,4.068E-01
3.009752E-02,3.971E-01
3.009802E-02,3.775E-01
3.009853E-02,3.971E-01
3.009903E-02,3.873E-01
3.009954E-02,3.775E-01
3.010004E-02,3.971E-01
3.010055E-02,3.775E-01
3.010106E-02,4.068E-01
3.010156E-02,4.166E-01
3.010207E-02,3.971E-01
3.010257E-02,3.971E-01
3.010308E-02,3.775E-01
3.010358E-02,3.775E-01
3.010409E-02,3.873E-01
3.010460E-02,4.361E-01
3.010510E-02,4.068E-01
3.010561E-02,3.971E-01
3.010611E-02,4.068E-01
3.010662E-02,4.068E-01
3.010712E-02,4.068E-01
3.010763E-02,4.166E-01
3.010813E-02,4.068E-01
3.010864E-02,4.068E-01
3.010915E-02,4.361E-01
3.010965E-02,4.068E-01
3.011016E-02,4.068E-01
3.011066E-02,4.166E-01
3.011117E-02,4.068E-01
3.011167E-02,3.873E-01
3.011218E-02,3.971E-01
3.011268E-02,4.068E-01
3.011319E-02,4.068E-01
3.011370E-02,3.873E-01
3.011420E-02,4.068E-01
3.011471E-02,4.361E-01
3.011521E-02,4.166E-01
3.011572E-02,4.264E-01
3.011622E-02,4.361E-01
3.011673E-02,3.971E-01
3.011724E-02,4.068E-01
3.011774E-02,4.361E-01
3.011825E-02,4.264E-01
3.011875E-02,4.068E-01
3.011926E-02,3.971E-01
3.011976E-02,4.166E-01
3.012027E-02,4.361E-01
3.012077E-02,4.459E-01
3.012128E-02,4.361E-01
3.012179E-02,4.557E-01
3.012229E-02,4.459E-01
3.012280E-02,3.971E-01
3.012330E-02,4.068E-01
3.012381E-02,4.361E-01
3.012431E-02,4.166E-01
3.012482E-02,4.166E-01
3.012532E-02,3.971E-01
3.012583E-02,4.557E-01
3.012634E-02,4.264E-01
3.012684E-02,4.459E-01
